99,10,空瓶子<>Y,1,1,
99,9,導火線<>Y,1,1,
99,8,打火機<>Y,1,1,
99,2,力書<>Y,1,1,
99,4,手提電話<>Y,1,1,
0,0,<--特殊道具-->,☆-增強的武器，★-強化的武器，■-最強武器,
99,1,☆協差陽光☆<>WK,30,1,
99,1,☆日本刀☆<>WK,40,1,
99,1,☆秘劍月光☆<>WK,42,1,
99,1,☆三村式爆彈☆<>WC,40,3,
99,1,☆平家寶刀小鳥☆<>WK,32,1,
99,1,☆黃金軍刀☆<>WB,32,1,
99,1,☆魔劍八岐大蛇☆<>WK,32,2,
99,1,☆名刀壓刀☆<>WK,35,1,
99,1,☆大和介正光☆<>WK,32,1,
99,1,☆近景☆<>WK,35,1,
99,1,☆土佐吉行☆<>WK,42,2,
99,1,☆黃金開山刀☆<>WK,35,1,
99,1,☆妖刀道真☆<>WK,42,1,
99,1,☆秘劍燕子尾☆<>WK,42,1,
99,1,☆39式步鎗☆<>WG,53,5,
99,1,☆S&W M19．357麥林手鎗☆<>WG,55,0,
99,1,☆S&W 38口徑麥林手鎗☆<>WG,50,0,
99,1,☆38口徑麥林手鎗☆<>WG,50,0,
99,1,☆9mm口徑手鎗☆<>WG,50,0,
99,1,★橙色花紋金象嵌火繩鎗★<>WG,60,1,
99,1,★IMI輕機鎗★<>WG,75,6,
99,1,★散彈鎗★<>WG,60,2,
99,1,★M10輕機鎗★<>WG,66,0,
99,1,★P-90強力輕機鎗★<>WG,80,0,
99,1,★PPK9毫米手鎗★<>WG,78,0,
99,1,★M92F型手鎗★<>WG,75,0,
99,1,★強化軍刀★<>WK,60,∞,
99,1,★38口徑柯爾特式自動手鎗★<>WG,70,0,
99,1,★9mm口徑自動步鎗★<>WG,80,0,
99,1,★P230 9mm口徑強化手鎗★<>WG,77,0,
99,1,★45口徑強化手鎗★<>WG,80,0,
99,1,■試作型粒子激光鎗■<>WG,100,0,
0,0,<--防具系統-->,,,
99,3,抗彈盾<>DA,5,5,
99,3,被沾上血的盾<>DA,7,5,
99,2,☆阿修羅的籠手☆<>DA,10,5,
99,3,軍服<>DB,15,15,
99,3,圍裙<>DB,5,15,
99,3,工作衣服<>DB,10,15,
99,3,巫女服裝<>DB,10,15,
99,3,迷彩服裝<>DB,15,15,
99,3,裝甲<>DB,20,10,
99,2,☆幪面超人服裝☆<>DB,25,15,
99,2,☆源氏的鎧甲☆<>DB,20,25,
99,2,☆深紅的水兵服☆<>DB,20,20,
99,2,☆纖維服裝☆<>DB,20,25,
99,3,草帽<>DH,5,5,
99,3,帽子<>DH,3,5,
99,3,頭巾<>DH,3,5,
99,1,防災頭巾<>DH,3,10,
99,2,☆眼罩☆<>DH,5,15,
99,2,☆兔耳頭飾☆<>DH,10,5,
99,2,☆日輪三日月前立黑漆盔☆<>DH,15,5,
99,2,☆軍用頭盔☆<>DH,10,5,
99,3,輕便運動鞋<>DF,5,5,
99,3,滑板<>DF,5,5,
99,3,高跟鞋<>DF,5,5,
99,3,跑步鞋<>DF,5,5,
99,3,扣殺<>DF,5,5,
99,2,☆幸福的鞋☆<>DF,10,5,
99,2,☆Roller鞋☆<>DF,5,10,
99,2,☆BR長筒皮靴☆<>DF,10,10,
99,2,☆黑漆器法二枚胴具足☆<>DF,10,5,
99,2,☆黑川威肩紫紅系胴丸☆<>DB,50,15,
